Date,Translated version,Original tweet,Media source link
2017-11-13,"I am proud of the Rep. House &amp; Senate for working so hard on cutting taxes {&amp; reform.} We’re getting close! Now, ho… https://t.co/bPmeYwoMhU","I am proud of the Rep. House &amp; Senate for working so hard on cutting taxes {&amp; reform.} We’re getting close! Now, ho… https://t.co/bPmeYwoMhU","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/930089374187950081"", ""Access details here"")"
2017-11-13,"Happy to announce, I am nominating Alex Azar to be the next HHS Secretary. He will be a star for better healthcare and lower drug prices!","Happy to announce, I am nominating Alex Azar to be the next HHS Secretary. He will be a star for better healthcare and lower drug prices!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/930087113764327424"", ""Access details here"")"
2017-11-13,Will be leaving the Philippines tomorrow after many days of constant mtgs &amp; work in order to #MAGA! My promises are rapidly being fulfilled.,Will be leaving the Philippines tomorrow after many days of constant mtgs &amp; work in order to #MAGA! My promises are rapidly being fulfilled.,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/930050967067820032"", ""Access details here"")"
2017-11-13,"Great day of bilateral meetings at #ASEANSummit on trade, which we are turning around to be great deals for our cou… https://t.co/n7g7Zvo9pl","Great day of bilateral meetings at #ASEANSummit on trade, which we are turning around to be great deals for our cou… https://t.co/n7g7Zvo9pl","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/930049882949345281"", ""Access details here"")"
2017-11-12,Thank you! https://t.co/TD0rYcWN8C,Thank you! https://t.co/TD0rYcWN8C,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/929717762422988801"", ""Access details here"")"
2017-11-12,"We had a wonderful visit to Vietnam, thank you President Tran Dai Quang! Heading to the #ASEANSummit 50th Anniv Gal… https://t.co/s5gIKMqt50","We had a wonderful visit to Vietnam, thank you President Tran Dai Quang! Heading to the #ASEANSummit 50th Anniv Gal… https://t.co/s5gIKMqt50","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/929670192434745344"", ""Access details here"")"
2017-11-12,"Just landed in the Philippines after a great day of meetings and events in Hanoi, Vietnam! https://t.co/YxHRNhhPWo","Just landed in the Philippines after a great day of meetings and events in Hanoi, Vietnam! https://t.co/YxHRNhhPWo","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/929655283181391874"", ""Access details here"")"
2017-11-12,"Why would Kim Jong-un insult me by calling me ""old,"" when I would NEVER call him ""short and fat?"" Oh well, I try so… https://t.co/PmsWNkH4r4","Why would Kim Jong-un insult me by calling me ""old,"" when I would NEVER call him ""short and fat?"" Oh well, I try so… https://t.co/PmsWNkH4r4","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/929511061954297857"", ""Access details here"")"
2017-11-12,"Does the Fake News Media remember when Crooked Hillary Clinton, as Secretary of State, was begging Russia to be our… https://t.co/0QnLU03c03","Does the Fake News Media remember when Crooked Hillary Clinton, as Secretary of State, was begging Russia to be our… https://t.co/0QnLU03c03","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/929509950811881472"", ""Access details here"")"
2017-11-12,"When will all the haters and fools out there realize that having a good relationship with Russia is a good thing, n… https://t.co/tPCd8nSwY3","When will all the haters and fools out there realize that having a good relationship with Russia is a good thing, n… https://t.co/tPCd8nSwY3","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/929503641014112256"", ""Access details here"")"
2017-11-12,Met with President Putin of Russia who was at #APEC meetings. Good discussions on Syria. Hope for his help to solve… https://t.co/eOt8rDcpeY,Met with President Putin of Russia who was at #APEC meetings. Good discussions on Syria. Hope for his help to solve… https://t.co/eOt8rDcpeY,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/929503025512693760"", ""Access details here"")"
2017-11-11,"Will be doing a joint press conference in Hanoi, Vietnam then heading for final destination of trip, the Phillipines.","Will be doing a joint press conference in Hanoi, Vietnam then heading for final destination of trip, the Phillipines.","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/929492850101940225"", ""Access details here"")"
2017-11-11,President Xi of China has stated that he is upping the sanctions against #NoKo. Said he wants them to denuclearize. Progress is being made.,President Xi of China has stated that he is upping the sanctions against #NoKo. Said he wants them to denuclearize. Progress is being made.,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/929492038231429120"", ""Access details here"")"
2017-11-11,"“Presidential Proclamation Commemorating the 50th Anniversary of the Vietnam War” 
➡️https://t.co/hgUQP9leqK 
➡️… https://t.co/xZ8AWnxDEA","“Presidential Proclamation Commemorating the 50th Anniversary of the Vietnam War” 
➡️https://t.co/hgUQP9leqK 
➡️… https://t.co/xZ8AWnxDEA","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/929326786709807105"", ""Access details here"")"
2017-11-11,"On this wonderful Veterans Day, I want to express the incredible gratitude of the entire American Nation to our GRE… https://t.co/MhHOaVTAWC","On this wonderful Veterans Day, I want to express the incredible gratitude of the entire American Nation to our GRE… https://t.co/MhHOaVTAWC","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/929320777668628480"", ""Access details here"")"
2017-11-10,"On behalf of an entire nation, Happy 242nd Birthday to the men and women of the United States Marines!
#USMC242… https://t.co/EDmzIuB09r","On behalf of an entire nation, Happy 242nd Birthday to the men and women of the United States Marines!
#USMC242… https://t.co/EDmzIuB09r","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/928969836897583104"", ""Access details here"")"
2017-11-10,The United States has been reminded time and again in recent years that economic security is not merely RELATED to… https://t.co/62WsIAen7F,The United States has been reminded time and again in recent years that economic security is not merely RELATED to… https://t.co/62WsIAen7F,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/928936220360503296"", ""Access details here"")"
2017-11-10,The United States is prepared to work with each of the leaders in this room today to achieve mutually beneficial co… https://t.co/6hY41gFM5i,The United States is prepared to work with each of the leaders in this room today to achieve mutually beneficial co… https://t.co/6hY41gFM5i,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/928931835664465921"", ""Access details here"")"
2017-11-10,Today I am here to offer a renewed partnership with America -- to work together to strengthen the bonds of friendsh… https://t.co/2IdSIlE3Ek,Today I am here to offer a renewed partnership with America -- to work together to strengthen the bonds of friendsh… https://t.co/2IdSIlE3Ek,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/928926863375794176"", ""Access details here"")"
2017-11-10,"In more and more places throughout this region, citizens of SOVEREIGN and INDEPENDENT nations have taken greater co… https://t.co/RoZxYEdh9m","In more and more places throughout this region, citizens of SOVEREIGN and INDEPENDENT nations have taken greater co… https://t.co/RoZxYEdh9m","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/928922787938385920"", ""Access details here"")"
2017-11-10,"Throughout my travels, I've had the pleasure of sharing the good news from America. I've had the honor of sharing o… https://t.co/eGkJAZaPuU","Throughout my travels, I've had the pleasure of sharing the good news from America. I've had the honor of sharing o… https://t.co/eGkJAZaPuU","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/928918183104225280"", ""Access details here"")"
2017-11-10,"Just landed in Da Nang, Vietnam to deliver a speech at #APEC2017","Just landed in Da Nang, Vietnam to deliver a speech at #APEC2017","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/928861178113040385"", ""Access details here"")"
2017-11-10,"I am leaving China for #APEC2017 in Vietnam. @FLOTUS Melania is staying behind to see the zoo, and of course, the G… https://t.co/j2kDjWvnsj","I am leaving China for #APEC2017 in Vietnam. @FLOTUS Melania is staying behind to see the zoo, and of course, the G… https://t.co/j2kDjWvnsj","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/928793643367960576"", ""Access details here"")"
2017-11-09,My meetings with President Xi Jinping were very productive on both trade and the subject of North Korea. He is a hi… https://t.co/WqDuLr1nyF,My meetings with President Xi Jinping were very productive on both trade and the subject of North Korea. He is a hi… https://t.co/WqDuLr1nyF,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/928770248370728960"", ""Access details here"")"
2017-11-09,"I don’t blame China, I blame the incompetence of past Admins for allowing China to take advantage of the U.S. on tr… https://t.co/zql9WFEZlF","I don’t blame China, I blame the incompetence of past Admins for allowing China to take advantage of the U.S. on tr… https://t.co/zql9WFEZlF","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/928769154345324544"", ""Access details here"")"
2017-11-09,In the coming months and years ahead I look forward to building an even STRONGER relationship between the United St… https://t.co/kHCeQSQDtk,In the coming months and years ahead I look forward to building an even STRONGER relationship between the United St… https://t.co/kHCeQSQDtk,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/928622838487007260"", ""Access details here"")"
2017-11-09,"President Xi, thank you for such an incredible welcome ceremony. It was a truly memorable and impressive display! … https://t.co/Jbj5TWhCla","President Xi, thank you for such an incredible welcome ceremony. It was a truly memorable and impressive display! … https://t.co/Jbj5TWhCla","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/928519663780208640"", ""Access details here"")"
2017-11-08,Congratulations to all of the ”DEPLORABLES” and the millions of people who gave us a MASSIVE (304-227) Electoral Co… https://t.co/cKVtPvEHOB,Congratulations to all of the ”DEPLORABLES” and the millions of people who gave us a MASSIVE (304-227) Electoral Co… https://t.co/cKVtPvEHOB,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/928325667556548608"", ""Access details here"")"
2017-11-08,Looking forward to a full day of meetings with President Xi and our delegations tomorrow. THANK YOU for the beautif… https://t.co/lSC21tvK3w,Looking forward to a full day of meetings with President Xi and our delegations tomorrow. THANK YOU for the beautif… https://t.co/lSC21tvK3w,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/928286153672970240"", ""Access details here"")"
2017-11-08,NoKo has interpreted America's past restraint as weakness. This would be a fatal miscalculation. Do not underestima… https://t.co/3ZqTpo7GrT,NoKo has interpreted America's past restraint as weakness. This would be a fatal miscalculation. Do not underestima… https://t.co/3ZqTpo7GrT,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/928279728125108225"", ""Access details here"")"
2017-11-08,"On behalf of @FLOTUS Melania and I, THANK YOU for an unforgettable afternoon and evening at the Forbidden City in B… https://t.co/Q9H0MPdIvU","On behalf of @FLOTUS Melania and I, THANK YOU for an unforgettable afternoon and evening at the Forbidden City in B… https://t.co/Q9H0MPdIvU","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/928267692645036032"", ""Access details here"")"
2017-11-08,Leaving South Korea now heading to China. Looking very much forward to meeting and being with President Xi!,Leaving South Korea now heading to China. Looking very much forward to meeting and being with President Xi!,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/928124338343202816"", ""Access details here"")"
2017-11-08,"Together, we dream of a Korea that is free, a peninsula that is safe, and families that are reunited once again! https://t.co/9tsZRCC83j","Together, we dream of a Korea that is free, a peninsula that is safe, and families that are reunited once again! https://t.co/9tsZRCC83j","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/928105793366392832"", ""Access details here"")"
2017-11-08,Anyone who doubts the strength or determination of the U.S. should look to our past....and you will doubt it no lon… https://t.co/n1Dc7xNmcg,Anyone who doubts the strength or determination of the U.S. should look to our past....and you will doubt it no lon… https://t.co/n1Dc7xNmcg,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/928098389966942208"", ""Access details here"")"
2017-11-08,"The North Korean regime has pursued its nuclear &amp; ballistic missile programs in defiance of every assurance, agreem… https://t.co/J7WklThu2q","The North Korean regime has pursued its nuclear &amp; ballistic missile programs in defiance of every assurance, agreem… https://t.co/J7WklThu2q","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/928097817037627393"", ""Access details here"")"
2017-11-08,"The U.S., under my administration, is completely rebuilding its military, and they're spending hundreds of billions… https://t.co/2sIwl0TH9x","The U.S., under my administration, is completely rebuilding its military, and they're spending hundreds of billions… https://t.co/2sIwl0TH9x","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/928097146993369088"", ""Access details here"")"
2017-11-08,"Join me LIVE in South Korea
#NationalAssembly #POTUSinAsia 
➡️https://t.co/M3iEhPdkas https://t.co/hSxdtd2UnY","Join me LIVE in South Korea
#NationalAssembly #POTUSinAsia 
➡️https://t.co/M3iEhPdkas https://t.co/hSxdtd2UnY","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/928083235040579584"", ""Access details here"")"
2017-11-08,"Ed Gillespie worked hard but did not embrace me or what I stand for. Don’t forget, Republicans won 4 out of 4 House… https://t.co/HODixMtPNw","Ed Gillespie worked hard but did not embrace me or what I stand for. Don’t forget, Republicans won 4 out of 4 House… https://t.co/HODixMtPNw","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/928074747316928513"", ""Access details here"")"
2017-11-08,"Getting ready to make a major speech to the National Assembly here in South Korea, then will be headed to China whe… https://t.co/mEfWXmpzRw","Getting ready to make a major speech to the National Assembly here in South Korea, then will be headed to China whe… https://t.co/mEfWXmpzRw","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/928064591665467393"", ""Access details here"")"
2017-11-07,Thank you to all Americans who participated in National Rx Drug Take Back Day. A record amount of drugs collected &amp; disposed. We can do this!,Thank you to all Americans who participated in Nat'l Rx Drug Take Back Day. A record amount of drugs collected &amp; disposed. We can do this!,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/928016742575738882"", ""Access details here"")"
2017-11-07,"Franklin, such a great photo. 

HAPPY 99th BIRTHDAY to your father, @BillyGraham! https://t.co/l0c7RvvOa1","Franklin, such a great photo. 

HAPPY 99th BIRTHDAY to your father, @BillyGraham! https://t.co/l0c7RvvOa1","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/927906208203276288"", ""Access details here"")"
2017-11-07,".@EdWGillespie will totally turn around the high crime and poor economic performance of VA. MS-13 and crime will be gone. Vote today, ASAP!",".@EdWGillespie will totally turn around the high crime and poor economic performance of VA. MS-13 and crime will be gone. Vote today, ASAP!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/927852358209622016"", ""Access details here"")"
2017-11-07,....and has been horrible on Virginia economy. Vote @EdWGillespie today!,....and has been horrible on Virginia economy. Vote @EdWGillespie today!,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/927851452185407490"", ""Access details here"")"
2017-11-07,"Ralph Northam will allow crime to be rampant in Virginia. He’s weak on crime, weak on our GREAT VETS, Anti-Second Amendment....","Ralph Northam will allow crime to be rampant in Virginia. He’s weak on crime, weak on our GREAT VETS, Anti-Second Amendment....","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/927851387857367040"", ""Access details here"")"
2017-11-07,"....is making. Working very hard on TAX CUTS for the middle class, companies and jobs!","....is making. Working very hard on TAX CUTS for the middle class, companies and jobs!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/927847471321141249"", ""Access details here"")"
2017-11-07,Stock market hit yet another all-time record high yesterday. There is great confidence in the moves that my Administration....,Stock market hit yet another all-time record high yesterday. There is great confidence in the moves that my Administration....,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/927847349648609280"", ""Access details here"")"
2017-11-07,Thank you to President Moon of South Korea for the beautiful welcoming ceremony. It will always be remembered. https://t.co/bMvJz1iV2a,Thank you to President Moon of South Korea for the beautiful welcoming ceremony. It will always be remembered. https://t.co/bMvJz1iV2a,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/927844454957850625"", ""Access details here"")"
2017-11-07,"It was my great honor to have lunch with our INCREDIBLE U.S. and ROK troops at Camp Humphreys, in South Korea. … https://t.co/QJtVR498yK","It was my great honor to have lunch with our INCREDIBLE U.S. and ROK troops at Camp Humphreys, in South Korea. … https://t.co/QJtVR498yK","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/927802776737984513"", ""Access details here"")"
2017-11-07,"RT @ Abe Shinzo: The first, historic Japanese visit by President Trump has definitely been able to show the unrelenting bond of the Japan-US alliance to the world.

Thank you very much, Donald. And I pray for a great success in visiting Asia.

@realDonaldTrump https: //t....","RT @AbeShinzo: トランプ大統領による、初の、歴史的な日本訪問は、間違いなく、日米同盟の揺るぎない絆を世界に示すことができました。

本当にありがとう、ドナルド。そして、アジア歴訪の大成功をお祈りしています。

@realDonaldTrump https://t.…","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/927715648477724672"", ""Access details here"")"
2017-11-06,....Some of those they are harshly treating have been “milking” their country for years!,....Some of those they are harshly treating have been “milking” their country for years!,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/927673257230327808"", ""Access details here"")"
2017-11-06,"I have great confidence in King Salman and the Crown Prince of Saudi Arabia, they know exactly what they are doing....","I have great confidence in King Salman and the Crown Prince of Saudi Arabia, they know exactly what they are doing....","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/927672843504177152"", ""Access details here"")"
2017-11-06,"Getting ready to leave for South Korea and meetings with President Moon, a fine gentleman. We will figure it all out!","Getting ready to leave for South Korea and meetings with President Moon, a fine gentleman. We will figure it all out!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/927648870796070912"", ""Access details here"")"
2017-11-06,"My visit to Japan and friendship with PM Abe will yield many benefits, for our great Country. Massive military &amp; energy orders happening+++!","My visit to Japan and friendship with PM Abe will yield many benefits, for our great Country. Massive military &amp; energy orders happening+++!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/927645648685551616"", ""Access details here"")"
2017-11-06,"The state of Virginia economy, under Democrat rule, has been terrible. If you vote Ed Gillespie tomorrow, it will come roaring back!","The state of Virginia economy, under Democrat rule, has been terrible. If you vote Ed Gillespie tomorrow, it will come roaring back!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/927644826006425601"", ""Access details here"")"
2017-11-06,#USA #Japan https://t.co/EvxFqAVnFS,#USA #Japan https://t.co/EvxFqAVnFS,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/927523335956848640"", ""Access details here"")"
2017-11-06,...Americans do what we do best: we pull together. We join hands. We lock arms and through the tears and the sadnes… https://t.co/CTtTeWjVHX,...Americans do what we do best: we pull together. We join hands. We lock arms and through the tears and the sadnes… https://t.co/CTtTeWjVHX,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/927397233741492225"", ""Access details here"")"
2017-11-05,"May God be w/ the people of Sutherland Springs, Texas. The FBI &amp; law enforcement are on the scene. I am monitoring the situation from Japan.","May God be w/ the people of Sutherland Springs, Texas. The FBI &amp; law enforcement are on the scene. I am monitoring the situation from Japan.","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/927265906086031363"", ""Access details here"")"
2017-11-05,Heading into the 12 days with great negotiating strength because of our tremendous economy. https://t.co/4HnXkR3EhW,Heading into the 12 days with great negotiating strength because of our tremendous economy. https://t.co/4HnXkR3EhW,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/927077305876434945"", ""Access details here"")"
2017-11-05,It was a true honor to be at Yokota Air Base with our GREAT @USForcesJapan! https://t.co/KEXnIkkQks,It was a true honor to be at Yokota Air Base with our GREAT @USForcesJapan! https://t.co/KEXnIkkQks,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/927075137131896832"", ""Access details here"")"
2017-11-05,"Playing golf with Prime Minister Abe and Hideki Matsuyama, two wonderful people! https://t.co/vYLULe0o2K","Playing golf with Prime Minister Abe and Hideki Matsuyama, two wonderful people! https://t.co/vYLULe0o2K","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/927059219370643456"", ""Access details here"")"
2017-11-05,"Just gave a speech to the great men and women at Yokota Air Base in Tokyo, Japan. Leaving to see Prime Minister Abe. https://t.co/6LRAgojvDB","Just gave a speech to the great men and women at Yokota Air Base in Tokyo, Japan. Leaving to see Prime Minister Abe. https://t.co/6LRAgojvDB","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/927007332743172098"", ""Access details here"")"
2017-11-05,I am landing shortly. Can’t wait to be with our GREAT MILITARY. See you soon! https://t.co/AVLrrOxmm4,I am landing shortly. Can’t wait to be with our GREAT MILITARY. See you soon! https://t.co/AVLrrOxmm4,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/926973117708296192"", ""Access details here"")"
2017-11-04,Would very much appreciate Saudi Arabia doing their IPO of Aramco with the New York Stock Exchange. Important to the United States!,Would very much appreciate Saudi Arabia doing their IPO of Aramco with the New York Stock Exchange. Important to the United States!,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/926793510723796993"", ""Access details here"")"
2017-11-04,"Unemployment is down to 4.1%, lowest in 17 years. 1.5 million new jobs created since I took office. Highest stock Market ever, up $5.4 trill","Unemployment is down to 4.1%, lowest in 17 years. 1.5 million new jobs created since I took office. Highest stock Market ever, up $5.4 trill","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/926789876556500992"", ""Access details here"")"
2017-11-04,RT @IvankaTrump: Touched by the warm hospitality of Prime Minister Abe and the Japanese people. ありがとうございます [Thank you]! Until next time …,RT @IvankaTrump: Touched by the warm hospitality of Prime Minister Abe and the Japanese people. ありがとうございます [Thank you]! Until next time …,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/926783758530781184"", ""Access details here"")"
2017-11-04,"Thank you to our GREAT Military/Veterans and @PacificCommand.

Remember #PearlHarbor. Remember the @USSArizona!

A… https://t.co/30rtKwqU98","Thank you to our GREAT Military/Veterans and @PacificCommand.

Remember #PearlHarbor. Remember the @USSArizona!

A… https://t.co/30rtKwqU98","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/926707692395102219"", ""Access details here"")"
2017-11-04,Thank you for such a beautiful welcome Hawaii. My great honor to visit @PacificCommand upon arrival. Heading to Pea… https://t.co/Yr6OZitxGR,Thank you for such a beautiful welcome Hawaii. My great honor to visit @PacificCommand upon arrival. Heading to Pea… https://t.co/Yr6OZitxGR,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/926647019455766528"", ""Access details here"")"
2017-11-03,Getting ready to land in Hawaii. Looking so much forward to meeting with our great Military/Veterans at Pearl Harbor!,Getting ready to land in Hawaii. Looking so much forward to meeting with our great Military/Veterans at Pearl Harbor!,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/926580912036466690"", ""Access details here"")"
2017-11-03,The decision on Sergeant Bergdahl is a complete and total disgrace to our Country and to our Military.,The decision on Sergeant Bergdahl is a complete and total disgrace to our Country and to our Military.,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/926492915626663939"", ""Access details here"")"
2017-11-03,"JOBS, JOBS, JOBS! https://t.co/twUNktGbnb","JOBS, JOBS, JOBS! https://t.co/twUNktGbnb","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/926484660946862085"", ""Access details here"")"
2017-11-03,"The rigged Dem Primary, one of the biggest political stories in years, got ZERO coverage on Fake News Network TV last night. Disgraceful!","The rigged Dem Primary, one of the biggest political stories in years, got ZERO coverage on Fake News Network TV last night. Disgraceful!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/926481563214376961"", ""Access details here"")"
2017-11-03,"Just took off for ceremony @ Pearl Harbor. Will then be heading to Japan, SKorea, China, Vietnam &amp; the Philippines. Will never let you down!","Just took off for ceremony @ Pearl Harbor. Will then be heading to Japan, SKorea, China, Vietnam &amp; the Philippines. Will never let you down!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/926460439000698880"", ""Access details here"")"
2017-11-03,"I always felt I would be running and winning against Bernie Sanders, not Crooked H, without cheating, I was right.","I always felt I would be running and winning against Bernie Sanders, not Crooked H, without cheating, I was right.","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/926456409260285952"", ""Access details here"")"
2017-11-03,Bernie Sanders supporters have every right to be apoplectic of the complete theft of the Dem primary by Crooked Hillary!,Bernie Sanders supporters have every right to be apoplectic of the complete theft of the Dem primary by Crooked Hillary!,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/926456069047582721"", ""Access details here"")"
2017-11-03,"...Based on that, the Military has hit ISIS ""much harder"" over the last two days. They will pay a big price for every attack on us!","...Based on that, the Military has hit ISIS ""much harder"" over the last two days. They will pay a big price for every attack on us!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/926421589159182339"", ""Access details here"")"
2017-11-03,"ISIS just claimed the Degenerate Animal who killed, and so badly wounded, the wonderful people on the West Side, was ""their soldier."" .....","ISIS just claimed the Degenerate Animal who killed, and so badly wounded, the wonderful people on the West Side, was ""their soldier."" .....","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/926419647708258304"", ""Access details here"")"
2017-11-03,"Pocahontas just stated that the Democrats, lead by the legendary Crooked Hillary Clinton, rigged the Primaries! Lets go FBI &amp; Justice Dept.","Pocahontas just stated that the Democrats, lead by the legendary Crooked Hillary Clinton, rigged the Primaries! Lets go FBI &amp; Justice Dept.","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/926417546038923264"", ""Access details here"")"
2017-11-03,The real story on Collusion is in Donna B's new book. Crooked Hillary bought the DNC &amp; then stole the Democratic Primary from Crazy Bernie!,The real story on Collusion is in Donna B's new book. Crooked Hillary bought the DNC &amp; then stole the Democratic Primary from Crazy Bernie!,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/926415703476928512"", ""Access details here"")"
2017-11-03,"....People are angry.  At some point the Justice Department, and the FBI, must do what is right and proper. The American public deserves it!","....People are angry.  At some point the Justice Department, and the FBI, must do what is right and proper. The American public deserves it!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/926406490763784194"", ""Access details here"")"
2017-11-03,"...New Donna B book says she paid for and stole the Dem Primary. What about the deleted E-mails, Uranium, Podesta, the Server, plus, plus...","...New Donna B book says she paid for and stole the Dem Primary. What about the deleted E-mails, Uranium, Podesta, the Server, plus, plus...","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/926404584456773632"", ""Access details here"")"
2017-11-03,Everybody is asking why the Justice Department (and FBI) isn't looking into all of the dishonesty going on with Crooked Hillary &amp; the Dems..,Everybody is asking why the Justice Department (and FBI) isn't looking into all of the dishonesty going on with Crooked Hillary &amp; the Dems..,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/926403023861141504"", ""Access details here"")"
2017-11-03,My Twitter account was taken down for 11 minutes by a rogue employee. I guess the word must finally be getting out-and having an impact.,My Twitter account was taken down for 11 minutes by a rogue employee. I guess the word must finally be getting out-and having an impact.,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/926401530013642765"", ""Access details here"")"
2017-11-03,I will be interviewed by @IngrahamAngle on @FoxNews at 10:00. Enjoy!,I will be interviewed by @IngrahamAngle on @FoxNews at 10:00. Enjoy!,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/926260114146889728"", ""Access details here"")"
2017-11-03,The @TuckerCarlson opening statement about our once cherished and great FBI was so sad to watch. James Comey's leadership was a disaster!,The @TuckerCarlson opening statement about our once cherished and great FBI was so sad to watch. James Comey's leadership was a disaster!,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/926259330474704900"", ""Access details here"")"
2017-11-03,....This is real collusion and dishonesty. Major violation of Campaign Finance Laws and Money Laundering - where is our Justice Department?,....This is real collusion and dishonesty. Major violation of Campaign Finance Laws and Money Laundering - where is our Justice Department?,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/926249604936556545"", ""Access details here"")"
2017-11-03,Donna Brazile just stated the DNC RIGGED the system to illegally steal the Primary from Bernie Sanders. Bought and paid for by Crooked H....,Donna Brazile just stated the DNC RIGGED the system to illegally steal the Primary from Bernie Sanders. Bought and paid for by Crooked H....,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/926247543801044993"", ""Access details here"")"
2017-11-03,"Great Tax Cut rollout today. The lobbyists are storming Capital Hill, but the Republicans will hold strong and do what is right for America!","Great Tax Cut rollout today. The lobbyists are storming Capital Hill, but the Republicans will hold strong and do what is right for America!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/926238774773862400"", ""Access details here"")"
